Artist,Lyrics
adele,You'll pay me back in kind and reap just what you sow (woah)
adele,However long I stay I will always love you
adele,Don't pretend that you don't want me
adele,"That I never knew, never knew"
adele,Are the wonders of my world
adele,You'll never see me again At the dawning of the day
adele,Shows that we are united Round my hometown
adele,It was just like a movie
adele,"That I will be, I will be, I will be"
adele,To make you feel my love When the evening shadows and the stars appear
adele,And the things I think just don't make sense
adele,Running about the mammy hoping that she's home
adele,I could hold you for a million years
adele,Will I ever know how it feels to hold you close
adele,I'm being cruel to be kind I can't love you in the dark
adele,"You couldn't handle the hot heat rising (rising), umm"
adele,"I could never look into your eyes, and settle for wrong"
adele,"You like to be so close, I like to be alone"
adele,"So let's go back there, back to the star"
adele,"I'm willing to take the risk So petrified, I'm so scared to step into this right,"
adele,So that we know that it hurts Our hearts break and hearts wait
adele,Will he still love me even when he's free
adele,It was just like a song
adele,And though I'm trying my hardest you go back to her
adele,Hear my heart burst again For this is the end
adele,And that scares me the most
adele,"But rumor has it I'm the one you're leaving her for Rumor has it, ooh"
adele,To hold in your arms
adele,"That I will be, I will be your remedy, oh When the pain cuts you deep"
adele,So wipe that dirty smile off
adele,You never seem to make it through the door
adele,"Even when I've had too much,"
adele,I call that home I wish I could lay down beside you
adele,"Let the sky fall, when it crumbles"
adele,We've gotta let go of all of our ghosts
adele,"Love to you, ooh yeah"
adele,"But we do, but we do, but we do I thought I knew myself, somehow you know me more"
adele,"Help, help oh oh. Chorus:"
adele,Have I ever asked for much?
adele,"Yeah, I blame it on the River Lea, the River Lea, the River Lea I should probably tell you now before it's way too late"
adele,"If you're ready, if you're ready"
adele,We will stand tall Where you go I go
adele,"You set me free, oh Send my love to your new lover"
adele,You had my heart inside of your hand
adele,When it crumbles (when it crumbles)
adele,"I won't stand by you. Cause I found a boy who I love more,"
adele,When I don't get nothing back
adele,Four cold walls without parole
adele,It's out of my hands
adele,I've known it from the moment that we met
adele,And they could never tear us apart We could live
adele,Like we're not scared of what's coming next
adele,And you played it to the beat (Tears are gonna fall rollin' in the deep) Verse 2
adele,And I just want to make love to you
adele,"And buried them away, you buried them away I wish I could lay down beside you"
adele,Running back to mommy hoping that she's home
adele,"Swept away, I'm stolen Let the skyfall"
adele,Put myself behind a jailhouse door
adele,I can't decide if I should run and hide It's above and beyond me
adele,"That for me, it isn't over Never mind, I'll find someone like you"
adele,Our love ain't water under the bridge
adele,Send my love to your new lover
adele,You had my heart inside of your hand
adele,Put a kiss on top of your head
adele,Fed up of biding your time
adele,"'Cause I heard it screaming out your name, your name When laying with you"
adele,Our love ain't water under the bridge
adele,Then sees you through There's no way I
adele,When I don't get nothing back
adele,I ain't Mr. Right But if you're looking for fast love
adele,Maybe this just means that I`m not drunk enough So I pour myself another drink
adele,I ain't Mr. Right But if you're looking for fast love
adele,I don't even wanna waste your time
adele,Looks good when he walks
adele,There you are the devil on my shoulder
adele,Anymore Hello from the other side (other side)
adele,Fed up of biding your time
adele,It was just like a song When we were young
adele,"If it hadn't been, if it hadn't been for love, yes"
adele,"And if you want me gone. I'll leave, just hold me closer baby,"
adele,Let the weight take me under
adele,Everything just takes me back
adele,And I ain't asking for forgiveness
adele,Are the wonders of my world
adele,What you see I see
adele,"Oy, I'm tired Who wants to be right as rain"
adele,"But the more I do,"
adele,"I was running, you were walking"
adele,There is nothing you can't do
adele,A thousand miles and poles apart
adele,And we'll stand Let the sky fall
adele,"Forgive me first love, forgive me first love, forgive me first love"
adele,Or should I just keep chasing pavements?
adele,Thinking about it all the time [Pre-Chorus]
adele,"Why do you love me, do you love me?"
adele,Every story has its scars When the pain cuts you deep
adele,"I just wanna have some fun I won't bore you with the details, baby"
adele,And try to break the backbone that I've grown
adele,"Haven't you heard the rumors Bless your soul, you've got your head in the clouds"
adele,I'm willing to take the risk
adele,I can't bare to see the light
adele,I promise you will see
adele,"Oh, let me be the one to hear the silent wish you make What are you doing the rest of your life?"
adele,"You would always win, always win But I set fire to the rain"
adele,I had hoped you'd see my face and that you'd be reminded
adele,"You set me free, oh Send my love to your new lover"
adele,He can't do it on his own
adele,"To forget your past and simply be mine I dare you to let me be your, your one and only"
adele,And fool that I am for thinking you loved me too You took my heart then played the part of little coquette
adele,When we were young Whenever I'm alone with you
adele,"I've never known this, never before"
adele,"To bring you back to me Why don't you remember, don't you remember?"
adele,"Trust me I've learned it So I dare you to let me be your, your one and only"
adele,Made my way into the night
adele,Face it all together Let the skyfall
adele,"I miss you, I miss you"
adele,You know I'm never gonna leave you
adele,So steady as she goes
adele,"You can read my mind, be it truth or lies"
adele,"So fast love is all that I've got on my mind Ooh, ooh"
adele,I don't regret a thing
adele,Our love ain't water under the bridge
adele,"Say it ain't so, say it ain't so"
adele,We gotta let go of all of our ghosts
adele,"I start wishing for that thing and I don`t need you,"
adele,Even if it leads nowhere
adele,Ah-yeah-yeah-yeah-yeah-yeah-yeah everything changed me You have given me something that I can't live without
adele,Towards me from across the room
adele,Deep down I must have always known
adele,"Where love is lost, your ghost is found"
adele,"Or scared of having nothing left Look, don't get me wrong"
adele,That was what you told me I'm giving you up
adele,"you would think that I was crazy,"
adele,I will lay down my heart
adele,"But it don't matter, it clearly"
adele,"Summer, Winter, Spring, and Fall of my life"
adele,I've been learning to live without you
adele,Lay down with me Words don't come out right when you're right in front of me
adele,Darling this is goodbye Oh
adele,Shows that we ain't gonna take it
adele,Crazy for you Everybody tells me it's 'bout time that I moved on
adele,"The only thing that I want is your love If you're gonna let me down, let me down gently"
adele,There is something in your loving
adele,All I ask is If this is my last night with you
adele,That I can give you all the loving in the whole wide world All I want you to do is make your bread
adele,"(Tears are gonna fall, rolling in the deep) We could have had it all"
adele,And I'm all you need and that you never want more
adele,To make you feel my love The storms are raging on the rolling sea
adele,"I miss you, I miss you"
adele,I had no idea of the state we were in I know I have a fickle heart and a bitterness
adele,And they're all having babies
adele,Build your world around me
adele,There's so many shades of black
adele,I'm starting to find myself feeling that way too When you grace me with your cold shoulder
adele,"That was the last time, the last time Sometimes I wake up by the door"
adele,When you took my sorrow and you took my pain
adele,"It's time to say goodbye to turning tables, to turning tables Under haunted skies I see"
adele,I'll put my hands up
adele,"If you're ready, are you ready? (Treat her better)"
adele,You have a place in my heart that will always be yours
adele,And fly around in circles
adele,But if she's not there and you're on your alone
adele,This time you're on your own
adele,Take it all with my love This is how the story went
adele,Trust me I've learned it
adele,"It was hard to write, had a lump in my throat"
adele,And no one had blame
adele,I'm movin' on The other night
adele,Or at least as far as I thought I knew
adele,And I'm tired there ain't no room in my bed
adele,"'cause you're the only one I want, yeah"
adele,We gotta let go of all of our ghosts
adele,"But don't you remember, don't you remember?"
adele,Whenever you look at me I wish I was her
adele,I don't want to keep you indoors
adele,You mustn't underestimate that when you are in doubt
adele,Give me a memory I can use
adele,"Well, it burned while I cried"
adele,Plus he's there for you
adele,But I want you to be true
adele,"Baby, can't you read the signs? I won't bore you with the details, baby"
adele,Just look and you will see
adele,"Learning to fly, learning to run"
adele,I quit I'm movin' on
adele,That I can give you all the loving in the whole wide world All I want you to do baby is make your bread
adele,To scratch my itch and beat my drum
adele,What if I lose my heart and fail the ?
adele,"Slow it down and bring it home, I will adjust"
adele,They've all been said before you know
adele,I want you to love me
adele,"Couldn't help myself, you're too good to be true."
adele,I heard that your dreams came true
adele,Hold your breath and count to ten
adele,"If it hadn't been, if it hadn't been for love"
adele,I'm the only one in love Each and every time I turn around to leave
adele,Filling up my heart with golden stories Running riots inside my soul
adele,Without one dollar to my name
adele,I can take a lot
adele,"Yes, I swam dirty waters"
adele,And I will do until I'm finding myself you And make you feel a way you've never felt before
adele,"He said to hold my breath, to sit and wait"
adele,whenever I start to think about you
adele,That the both of us
adele,I've cried my heart out
adele,"I fall short each time,"
adele,Until the end starts If I've been on your mind
adele,"Oh I can't go back, but the reeds are growing out of my fingertips"
adele,(Steady as she goes) Steady as she goes
adele,"All the things you'd say, they were never true, never true"
adele,"It was hard to write, had a lump in my throat"
adele,Send my love to your new lover
adele,But like everything I've ever known
adele,I say your name like there should be an us
adele,Baby please remember me once more When was the last time you thought of me?
adele,"Pull me in, hold me tight"
adele,You can't make your heart feel
adele,(You're gonna wish you never had met me)
adele,"(Tears are gonna fall, rolling in the deep) We could have had it all"
adele,Waiting as my heart drops
adele,And I just want to make love to you
adele,Then our eyes cry and souls sigh
adele,I don't wanna be cruel or vicious
adele,You drift into my head
adele,"I'm willing to take the risk I let it fall, my heart,"
adele,And I will always love you
adele,"I was a child then, but now I'm willing to learn But we had time against us"
adele,So desperately I try to link it with my head
adele,"Don't forget me, I beg, I remember you said"
adele,And face it all together
adele,I want you to love me
adele,"I'll be better to you,"
adele,"No, I won't ask you, you to just desert me"
adele,"You think we would and we do,"
adele,Are running out of time So hello from the other side (other side)
adele,I ain't Mr. Right But if you're looking for fast love
adele,"The scars of your love, they leave me breathless"
adele,"If you're ready, are you ready? (Treat her better)"
adele,"All of my life, I've been frozen"
adele,All the things you'd say
adele,I think you're giving out in way too much in fact
adele,Even if it leads nowhere yeah Should I give up
adele,"Oh, oh Let it burn, oh"
adele,And the whole world is on your case
adele,And I think that I know things may never change
adele,The reason you loved me before
adele,Don't pretend that you don't want me
adele,Then our eyes cry and souls sigh
adele,and all the stupid things that love has put me through
adele,"At skyfall Just the guitar This was all you, none of it me"
adele,To the way you move
adele,The one that I belong to The sweetest devotion
adele,I've cried my heart out
adele,I met someone by accident
adele,And there is no one there to dry your tears
adele,Say that you love me in your last goodbye
adele,But how will you ever know if you never try
adele,But I'd rather say it now in case I never get the chance
adele,"Swept away, I'm stolen Let the sky fall"
adele,And as it fell you rose to claim it
adele,"I miss, I miss, I miss, I miss my baby"
adele,"You build me up, then leave me dead I hear your words you made up"
adele,"I ain't lost, just wandering"" Round my hometown"
adele,If it hadn't been for love
adele,I won't face your fears
adele,I will always love you
adele,"Why were you so cold, let the truth be told"
adele,(You're gonna wish you never had met me)
adele,"And, boy, she's bringing you down"
adele,Of your loving arms keeping me from harm
adele,Whenever I'm alone with you
adele,To when you were there
adele,But instead I fall back to my knees
adele,Watched it pour as I touched your face
adele,"Love to me, ooh baby"
adele,Lay me down (through the night)
adele,The scars of your love remind me of us
adele,"Oh if only, if only you knew"
adele,I will lay down my heart
adele,And neon lights and waiting papers
adele,I know this is love but If I tell the world
adele,When the day is done
adele,"Excuse me first love, but we're through"
adele,you were always gonna be around until the end I still think we could
adele,"But nothing will never taint us I won't go, I can't do it on my own"
adele,A thousand miles and poles apart
adele,But I want to live
adele,I know some clothes you left behind.
adele,'Cause I can't make you love me
adele,"But I couldn't stay away, I couldn't fight it"
adele,Let it burn while I cry
adele,"Without falling to your feet But there's a side to you that I never knew, never knew"
adele,"Look how you want me now that I don't need you! I ain't yours for no taking,"
adele,Or should I just keep chasing pavements?
adele,you came along and changed my mind
adele,You've gotta stop holding me the way you do
adele,If it hadn't been for love
adele,"Ain't like you to hold back or hide from the light I hate to turn up out of the blue, uninvited"
adele,Don't look back at this crumbling fool
adele,So desperate to find a way out of my world and finally breathe
adele,As if that heart you caught is still waiting for you
adele,I'll be better to you
adele,Say that our love ain't water under the bridge It's so cold in your wilderness
adele,"Because you lighten up my heart when I start to cry Forgive me first love, but I'm tired"
adele,"Baby, can't you read the signs? I won't bore you with the details, baby"
adele,They help to fill the emptiness you've left
adele,And bear my soul I know I'm not the only one
adele,"Well, it burned while I cried"
adele,"But go on and take it, take it all with you"
adele,Every time he ain't here
adele,When the day is done
adele,So come on and give me the chance
adele,'Cause what if I never love again? I don't need your honesty
adele,"I miss, I miss, I miss, I miss my baby"
adele,"They were never true, never true"
adele,I gave you heaven on a platter baby
adele,When it crumbles (when it crumbles)
adele,I'll be waiting for you when you're ready to love me again
adele,At least I know he's lying still
adele,Maybe this just means that I`m not drunk enough (I still think we could)
adele,Like the meaner you treat me the more eager I am
adele,"When your heart ain't in it, and you're not satisfied"
adele,I never woulda run through the blindin' rain
adele,"And for what, and for what, and for what"
adele,'Cause then I don't see
adele,That I will be your remedy
adele,But I've heard one on you
adele,"Do you love me? Why do you love me...? Why do you love me, do you love me?"
adele,Seems I love the things you do
adele,Whenever you look at me I wish I was her
adele,You know I'm never gonna leave you
adele,I'll awaken what's asleep in your eyes
adele,And I just want to make love to you
adele,It was just like a song I was so scared to face my fears
adele,So I can tell you that I was wrong
adele,I need to fight my own
adele,"'Cause I heard it screaming Out your name,"
adele,"Say it ain't so, say it ain't so"
adele,"So I spend my whole life hiding my heart away, away Woke up feeling heavy-hearted"
adele,Lay me down (Someone believe me) I would never break the rules unless you tell me to
adele,The words don't come out right when you're right in front of me
adele,'Cause I knew that that was
adele,I can't do it on my own
adele,"Like a fool for fire, I fall, with my pride and all."
adele,I won't rise until this battle's won
adele,"If this ain't love, then what is?"
adele,(You're gonna wish you never had met me)
adele,You could help me ease my mind
adele,I need to get away to feel again
adele,Lay me down (Won't you)
adele,You make me feel like I am clean again However far away I will always love you
adele,'Cause what if I never love again? Let this be our lesson in love
adele,And face it all together
adele,I'm willing to take the risk 'Cause he won't go
adele,Hoping you're someone I used to know You look like a movie
adele,I heard you've been missing me
adele,Don't need to think it over
adele,'Cause we are living worlds apart
adele,If you're not the one for me
adele,But when I call you never
adele,All the nickels and the dimes of your days
adele,My friends got their ladies
adele,This is not rooted with you it don't mean that much to me
adele,No one has me like you do
adele,I think you're stubborn 'cept you're always softening
adele,For everything that I've done
adele,"I thought you loved me more than this But go on, go on, take it, take it all with you"
adele,"If you're ready, I am ready"
adele,It matters how this ends
adele,I met someone by accident
adele,My friends got their ladies
adele,I want you to love me
adele,"Help me baby, won't you turn off the lights Lay me down ('til the morning)"
adele,It matters how this ends
adele,"I should let you find me,"
adele,I hid it in the seam of your coat
adele,You make me feel like I am free again
adele,Don't patronize Don't patronize me 'Cause I can't make you love me
adele,It's gonna be an empty road without me right here
adele,"You know my heart, more than I do"
adele,Who can't stand the reflection that they see
adele,Send my love to your new lover
adele,"It's time to say goodbye to turning tables, turning tables Next time I'll be braver, I'll be my own savior"
adele,I love your precious heart I was standing
adele,"If it hadn't been, if it hadn't been for love, yes Hold my hand while you cut me down"
adele,Finally I can see you crystal clear
adele,It's taken all of my stake
adele,"You and me together, nothing gets better Cause there's a side to you that I never knew, never knew"
adele,"We were the greatest, me and you But we had time against us"
adele,Filling up my heart with golden stories Painting pictures
adele,"Yeah-see if I care, see if I stand firm or if I fall"
adele,In every face that I've ever known
adele,And as it fell you rose to claim it
adele,They keep me thinkin' that we almost had it all
adele,He can't do it on his own
adele,If it hadn't been for love
adele,Even now when it's already over
adele,"I should leave the past behind me,"
adele,Where worlds collide and days are dark
adele,Or should I just keep on chasing pavements?
adele,So long to let my doubts go
adele,And making up the past
adele,We won't be making up
adele,Watched it pour as I touched your face
adele,I'll put my hands up
adele,Sometimes I just feel it's only me
adele,Put your hand in my hand
adele,Do you even know that I can't let go [Verse 2]
adele,"When you don't, ooh don't"
adele,"Swept away, I'm stolen Let the sky fall, when it crumbles"
adele,Count your blessings to find what you look for (woah)
adele,"Love to you, ooh yeah"
adele,And if I stay I'll be alive
adele,I like to sit on chairs and you prefer the floor
adele,"Bursting out, it seems no doubt that will almost fall apart than burn to pieces"
adele,And I swore you moved overseas
adele,I'm going back to where I started
adele,Still how can you walk away
adele,I feel like my life is flashing by
adele,Nobody told me that you'd be here
adele,Make up memories in my head
adele,Your love drives me crazy
adele,"Even when I've had too much,"
adele,No I'm not gonna do it standing up
adele,But like everything I've ever known
adele,Your name I set fire to the rain
adele,"Lights go down, lights go down"
adele,Put a kiss on top of your head
adele,Only wanted for you to save me [Chorus]
adele,So why don't we just play pretend
adele,So that we know that it hurts Our hearts break and hearts wait
adele,You say my name like there could be an us
adele,I want you to love me... Who knows why I love you
adele,"I wish you'd come over,"
adele,"'Cause I knew that that was the last time, the last time, oh"
adele,Hold your breath and count to ten
adele,When I don't get nothing back
adele,And we'll watch them turn to dust
adele,"If you're ready, are you ready? (Treat her better)"
adele,Don't pretend that you don't want me
adele,I'm between the middle watching hastiness unfold
adele,"(Tears are gonna fall, rolling in the deep)"
adele,"Whatever it is, I depend on it"
adele,Whenever I'm standing my own ground
adele,She made your heart melt
adele,I hid it in the seam of your coat
adele,I'm willing to take the risk
adele,I'm willing to take the risk
adele,But I want you to be true
adele,And I don't know why
adele,It ain't no life to live like you're on the run
adele,We've gotta let go of all of our ghosts
adele,I forgive you once again
adele,Finally could this be it or Should I give up
adele,I didn't know a single word he said
adele,They keep me thinkin' that we almost had it all
adele,Why do you love me
adele,He will choose the poison over me?
adele,"I was running, you were walking"
adele,And not just survive That's why I can't love you in the dark
adele,"No, I can't go back, but the reeds are growing out of my fingertips"
adele,Hitting me like an explosion
adele,God only knows why it's taken me
adele,And wake up to your face against the morning sun
adele,You haunt me like a ghost
adele,We were born and raised in a summer haze
adele,I won't face your fears
adele,They keep me thinking that we almost had it all
adele,Did you find the note that I wrote?
adele,You know I'm never gonna leave you
adele,"Reaching a fever pitch, it's bringing me out the dark"
adele,"Under your thumb, I can't breathe So I won't let you close enough to hurt me, no"
adele,I grow fonder every day
adele,Let it burn Everybody loves the things you do
adele,"But don't you remember, don't you remember?"
adele,"I won't ask you, you to just desert me"
adele,"You left with no goodbye, not a single word was said"
adele,I've drowned and dreamt this moment
adele,What you know is true
adele,Hold me like I'm more than just a friend
adele,"Right before my eyes I saw, my heart it came to life"
adele,"Rumor has it, ooh She is half your age"
adele,"Didn`t show emotions, don`t know why"
adele,"I'm calling, I'm calling, I'm calling it fiasco."
adele,"through the ups and downs,"
adele,So I spend my whole life hiding my heart away Dropped you off at the train station
adele,You make me feel like I am whole again Whenever I'm alone with you
adele,"For the big one, for the big jump"
adele,"Pull me in, hold me tight"
adele,I wish nothing but the best for you
adele,Let's just say that maybe
adele,"Of my world, yeah Close enough to start a war"
adele,so I can forget about you
adele,"Until you kissed my lips and you saved me My hands, they're strong"
adele,Don't turn it round on me like it's my fault
adele,I miss you when the lights go out
adele,I don't even wanna waste your time
adele,With you and me setting the tone Baby don't let the lights go down
adele,That I can give you all the loving in the whole wide world All I want you to do baby is make your bread
adele,But you still went for the kill [Pre-Chorus]
adele,"Let the sky fall, when it crumbles"
adele,"Well, it felt something died"
adele,"Yeah I blame it on the River Lea, the River Lea, the River Lea So I blame it on the River Lea, the River Lea, the River Lea"
adele,(Steady as she goes) Steady as she go
adele,Nothing is better than this and this is everything we need
adele,Who wants to be right as rain
adele,Are the wonders of my world
adele,"Whenever you look at me I wish I was her Time and time again, I play the role of fool"
adele,"There's so many shades of black Let it out, let it all out"
adele,You're still not mentioning love
adele,Boy I'm tired of trying
adele,That we might be exactly like we were
adele,But I've heard one on you and I'm gonna make your head burn
adele,The sweetest devotion I've known I'll forever be whatever you want me to be
adele,Baby don't let the lights go down
adele,And you played it to the beat
adele,You will only be eternally
adele,Or should I just keep chasing pavements?
adele,When the day is done
adele,When I don't get nothing back
adele,The last time Let it burn
adele,"To whisper ""will you leave your man? """
adele,"You couldn't handle the hot heat rising (rising), umm"
adele,It's been waiting for you to open up
adele,When I don't get nothing back
adele,I don't know who I'd be if I didn't know you
adele,Whenever you look at me I wish I was her
adele,"All my life, you're my darkness"
adele,Seem to be home Hello from the outside (outside)
adele,Baby please remember me once more
adele,Is the answer to it all [Chorus] Yeah there's many shades of black [Chorus] Cause there's many shades of black
adele,You can take my name
adele,To persist with this heartbreak and running around
adele,"Until you kissed my lips and you saved me My hands, they're strong"
adele,(Steady as she goes) So steady as she goes Your friends have shown
adele,I know I'll survive Let the floor beneath of me fall
adele,"If this ain't love, then what is?"
adele,So I spend my whole life hiding my heart away
adele,I'll be better to you
adele,I wish nothing but the best for you two
adele,Love you When the pain cuts you deep
adele,"(Tears are gonna fall, rolling in the deep) Baby, I have no story to be told"
adele,Ooh the people I've met
adele,But my knees were far too weak
adele,However long I stay I will always love you
adele,At least I can say that I've tried (I've tried)
adele,I don't want you sad and blue
adele,"Out that door Well, I've been in town"
adele,And wake up to your face against the morning sun
adele,Face it all together Let the skyfall (let the sky fall)
adele,I wouldn't be wishing I was free
adele,"And you played it, to the beat"
adele,They make believe that everything
adele,You get the people and the government
adele,Now you need a wife Steady as she goes
adele,It was just like a song
adele,You say my name like there could be an us
adele,Count your blessings to find what you look for
adele,"'Cause I heard it screaming Out your name,"
adele,"Is all of my life with you Wait, do you see my heart on my sleeve?"
adele,Your love drives me crazy
adele,I know I left you speechless
adele,Only yesterday was the time of our lives
adele,Lay me down (I can baby)
adele,Do you even know that I can't let go [Bridge]
adele,I hope that you're well
adele,I've drowned and dreamt this moment
adele,"Love to you, yeah And I can tell by the way you walk that walk"
adele,"Your remedy, oh Didn't I give it all?"
adele,"Oh I, I miss my baby"
adele,You shower me with words made of knives
adele,I want to feel my heartbeat so
adele,I think you're stubborn 'cept you're always softening
adele,Is we can break every low
adele,It's harder when you're on top 'Cause when hard work don't pay off
adele,Just to make sure you're well fed
adele,I'll put my hands up
adele,We could have had it all
adele,You hang on every word I say
adele,But you pushed me in
adele,"Bound by the surprise of our glory days I hate to turn up out of the blue, uninvited"
adele,It's in my blood and I stain every heart that I use to heal the pain
adele,'Cause I've been by myself all night long
adele,"Say it ain't so, say it ain't so"
adele,To earn my stripes I'd have to pay
adele,"You made my heart melt, yet I'm cold to the core"
adele,I best tidy up my head I'm the only one in love
adele,At skyfall Let the sky fall
adele,"No, I'm never gonna leave you, no Go ahead, go ahead and smash it on the floor"
adele,I must've called a thousand times (thousand times)
adele,"`cause you and me, we`re good"
adele,Oh just a filler in the space that happened to be free
adele,I try to think of things to say
adele,It's like they're scared of me
adele,You and I have history
adele,Or would it be a waste?
adele,At skyfall Let the sky fall
adele,And I see my future in you I'll be waiting for you when you're ready to love me again
adele,When we were young Let me photograph you in this light
adele,And I can hear by the way you talk that talk
adele,We've gotta let go of all of our ghosts
adele,So come on and give me the chance
adele,"Next time I'll be braver, I'll be my own savior"
adele,Will I make my own path or wander where I'm thrown
adele,Fed up of biding your time
adele,We almost fall apart and burn up easy
adele,"""No and thank you, please Madam."
adele,I don't care no more
adele,"(Tears are gonna fall, rolling in the deep)"
adele,My impatience will come out to play
adele,"With the world that you feel, leave I can feel the pressure pushing onto my heart"
adele,"But without each other, nothing is easy enough So let's go back there, back to the star"
adele,And there is something 'bout the way you love me
adele,Or would it be a waste?
adele,"(Tears are gonna fall, rolling in the deep)"
adele,And I'm forever excusing your intentions
adele,Send my love to your new lover
adele,"but sometimes my dreams just come through And when I get there,"
adele,You had my heart inside of your hand
adele,Because I'm too crazy for you.
adele,"Say it ain't so, say it ain't so"
adele,To tell you I'm sorry
adele,"Don't let go, baby give me light"
adele,When we'll try to give it up
adele,They say that time's supposed to heal ya
adele,Hold me like I'm more than just a friend
adele,"Ooh I, I miss my baby I don't want you to be no slave"
adele,"The scars of your love, they leave me breathless"
adele,"So I, I turned around"
adele,To give up this fight And I will give up this fight 'Cause I can't make you love me
adele,You can kick and scream and shout and say things that are so unkind
adele,Maybe you got too used to having me 'round
adele,"It was hard to write, I had a lump in my throat"
adele,"Send me spinning closer to you. My oh my, how my blood boils, it's sweet taste for you,"
adele,"You would always win, always win But I set fire to the rain"
adele,"We both know we ain't kids no more If you're ready, if you're ready (Send my love to your new lover)"
adele,He would be hard to chase
adele,"Don't forget me, I beg, I remember you said"
adele,A double taking punching hard and laughing at my smile
adele,And it's been that way to long
adele,Seem to be home Hello from the outside (outside)
adele,"You're so adventurous, I'm so very cautious, combining"
adele,Hear my heart burst again For this is the end
adele,Filling up my heart with golden stories
adele,I never woulda caught the train to Louisiana
adele,That you are in my life
adele,There's a fire starting in my heart
adele,You may have my number
adele,When the night keeps you from sleeping
adele,"That I never knew, never knew"
adele,"That tears down my walls I wasn't ready then, I'm ready now"
adele,As mine sure won't be shared (You're gonna wish you never had met me)
adele,How dare you think you'd get away with trying to play me Why is it every time I think I've tried my hardest
adele,At the mention of my name
adele,Even now when we're already over
adele,So watch them turn to dust
adele,I feel like my life is flashing by
adele,But if she's not there and you're on your alone
adele,And be all you need so that you never want more
adele,I still feel your touch
adele,To make me cry again
adele,"1 2 3 4. Fiasco, fiasco [Chorus:]"
adele,"I don't want you at all Baby, I can take a lot"
adele,How do you keep me coming back for more
adele,To make us grow from dust
adele,I'd make wine from your tears I told you
adele,It only makes it harder baby
adele,"Pull me in, hold me tight"
adele,It illuminates all of my doubts
adele,"So I won't go, I can't do it on his own,"
adele,You know I'm never gonna leave you
adele,"Help, help oh oh. Chorus:"
adele,I want you to love me
adele,Hear my heart burst again For this is the end
adele,You told me you were ready
adele,But they don't recognize me now
adele,But keep me making love to me
adele,If I'm in love with you Should I give up
