Artist,Lyrics
adele,You had my heart inside of your hand
adele,(You're gonna wish you never had met me)
adele,"And you played it, to the beat"
adele,"(Tears are gonna fall, rolling in the deep) Baby, I have no story to be told"
adele,But I've heard one on you
adele,And I'm gonna make your head burn
adele,Think of me in the depths of your despair
adele,Make a home down there
adele,As mine sure won't be shared (You're gonna wish you never had met me)
adele,The scars of your love remind me of us
adele,"(Tears are gonna fall, rolling in the deep)"
adele,They keep me thinking that we almost had it all
adele,(You're gonna wish you never had met me)
adele,"The scars of your love, they leave me breathless"
adele,"(Tears are gonna fall, rolling in the deep)"
adele,I can't help feeling
adele,We could have had it all
adele,(You're gonna wish you never had met me)
adele,Rolling in the deep
adele,"(Tears are gonna fall, rolling in the deep)"
adele,You had my heart inside of your hand
adele,(You're gonna wish you never had met me)
adele,"And you played it, to the beat"
adele,"(Tears are gonna fall, rolling in the deep)"
adele,We could have had it all
adele,Rolling in the deep
adele,You had my heart inside of your hand
adele,"But you played it, with a beating Throw your soul through every open door (woah)"
adele,Count your blessings to find what you look for (woah)
adele,Turn my sorrow into treasured gold (woah)
adele,You'll pay me back in kind and reap just what you sow (woah)
adele,(You're gonna wish you never had met me)
adele,We could have had it all
adele,"(Tears are gonna fall, rolling in the deep)"
adele,We could have had it all
adele,(You're gonna wish you never had met me)
adele,"It all, it all, it all"
adele,"(Tears are gonna fall, rolling in the deep) We could have had it all"
adele,(You're gonna wish you never had met me)
adele,Rolling in the deep
adele,"(Tears are gonna fall, rolling in the deep)"
adele,You had my heart inside of your hand
adele,(You're gonna wish you never had met me)
adele,And you played it to the beat
adele,"(Tears are gonna fall, rolling in the deep) We could have had it all"
adele,(You're gonna wish you never had met me)
adele,Rolling in the deep
adele,"(Tears are gonna fall, rolling in the deep)"
adele,You had my heart inside of your hand
adele,(You're gonna wish you never had met me) But you played it
adele,You played it
adele,You played it
adele,"You played it to the beat. Hello, it's me"
adele,I was wondering if after all these years you'd like to meet
adele,To go over everything
adele,They say that time's supposed to heal ya
adele,"But I ain't done much healing Hello, can you hear me?"
adele,I'm in California dreaming about who we used to be
adele,When we were younger and free
adele,I've forgotten how it felt before the world fell at our feet There's such a difference between us
adele,And a million miles Hello from the other side
adele,I must've called a thousand times
adele,To tell you I'm sorry
adele,For everything that I've done
adele,But when I call you never
adele,Seem to be home Hello from the outside
adele,At least I can say that I've tried
adele,To tell you I'm sorry
adele,For breaking your heart
adele,"But it don't matter, it clearly"
adele,"Doesn't tear you apart anymore Hello, how are you?"
adele,"It's so typical of me to talk about myself, I'm sorry"
adele,I hope that you're well
adele,Did you ever make it out of that town
adele,Where nothing ever happened? It's no secret
adele,That the both of us
adele,Are running out of time So hello from the other side (other side)
adele,I must've called a thousand times (thousand times)
adele,To tell you I'm sorry
adele,For everything that I've done
adele,But when I call you never
adele,Seem to be home Hello from the outside (outside)
adele,At least I can say that I've tried (I've tried)
adele,To tell you I'm sorry
adele,For breaking your heart
adele,"But it don't matter, it clearly"
adele,"Doesn't tear you apart anymore Oh, anymore"
adele,"Oh, anymore"
adele,"Oh, anymore"
adele,Anymore Hello from the other side (other side)
adele,I must've called a thousand times (thousand times)
adele,To tell you I'm sorry
adele,For everything that I've done
adele,But when I call you never
adele,Seem to be home Hello from the outside (outside)
adele,At least I can say that I've tried (I've tried)
adele,To tell you I'm sorry
adele,For breaking your heart
adele,"But it don't matter, it clearly"
adele,Doesn't tear you apart anymore I will leave my heart at the door
adele,I won't say a word
adele,They've all been said before you know
adele,So why don't we just play pretend
adele,Like we're not scared of what's coming next
adele,"Or scared of having nothing left Look, don't get me wrong"
adele,I know there is no tomorrow
adele,All I ask is If this is my last night with you
adele,Hold me like I'm more than just a friend
adele,Give me a memory I can use
adele,Take me by the hand while we do what lovers do
adele,It matters how this ends
adele,'Cause what if I never love again? I don't need your honesty
adele,It's already in your eyes
adele,"And I'm sure my eyes, they speak for me"
adele,No one knows me like you do
adele,And since you're the only one that matters
adele,"Tell me who do I run to? Look, don't get me wrong"
adele,I know there is no tomorrow
adele,All I ask is If this is my last night with you
adele,Hold me like I'm more than just a friend
adele,Give me a memory I can use
adele,Take me by the hand while we do what lovers do
adele,It matters how this ends
adele,'Cause what if I never love again? Let this be our lesson in love
adele,Let this be the way we remember us
adele,I don't wanna be cruel or vicious
adele,And I ain't asking for forgiveness
adele,All I ask is If this is my last night with you
adele,Hold me like I'm more than just a friend
adele,Give me a memory I can use
adele,Take me by the hand while we do what lovers do
adele,It matters how this ends
adele,"'Cause what if I never love again? I let it fall, my heart,"
adele,And as it fell you rose to claim it
adele,It was dark and I was over
adele,"Until you kissed my lips and you saved me My hands, they're strong"
adele,But my knees were far too weak
adele,To stand in your arms
adele,"Without falling to your feet But there's a side to you that I never knew, never knew"
adele,"All the things you'd say, they were never true, never true"
adele,"And the games you'd play, you would always win, always win But I set fire to the rain"
adele,Watched it pour as I touched your face
adele,Let it burn while I cry
adele,"'Cause I heard it screaming out your name, your name When laying with you"
adele,"I could stay there, close my eyes"
adele,"Feel you here, forever"
adele,"You and me together, nothing gets better Cause there's a side to you that I never knew, never knew"
adele,"All the things you'd say, they were never true, never true"
adele,"And the games you'd play, you would always win, always win But I set fire to the rain"
adele,Watched it pour as I touched your face
adele,Let it burn while I cried
adele,"'Cause I heard it screaming out your name, your name I set fire to the rain"
adele,And I threw us into the flames
adele,"Where I felt something die, 'cause I knew that"
adele,"That was the last time, the last time Sometimes I wake up by the door"
adele,As if that heart you caught is still waiting for you
adele,Even now when it's already over
adele,I can't help myself from looking for you I set fire to the rain
adele,Watched it pour as I touched your face
adele,Let it burn while I cried
adele,"'Cause I heard it screaming out your name, your name I set fire to the rain"
adele,And I threw us into the flames
adele,Where I felt something die
adele,"'Cause I knew that that was the last time, the last time, oh"
adele,"Oh, oh Let it burn, oh"
adele,Let it burn
adele,Let it burn Everybody loves the things you do
adele,From the way you talk
adele,To the way you move
adele,Everybody here is watching you
adele,'Cause you feel like home
adele,You're like a dream come true
adele,But if by chance you're here alone
adele,Can I have a moment
adele,Before I go?
adele,'Cause I've been by myself all night long
adele,Hoping you're someone I used to know You look like a movie
adele,You sound like a song
adele,"My God, this reminds me"
adele,Of when we were young Let me photograph you in this light
adele,In case it is the last time
adele,That we might be exactly like we were
adele,Before we realized
adele,We were sad of getting old
adele,It made us restless
adele,It was just like a movie
adele,It was just like a song I was so scared to face my fears
adele,Nobody told me that you'd be here
adele,And I swore you moved overseas
adele,"That's what you said, when you left me You still look like a movie"
adele,You still sound like a song
adele,"My God, this reminds me"
adele,Of when we were young Let me photograph you in this light
adele,In case it is the last time
adele,That we might be exactly like we were
adele,Before we realized
adele,We were sad of getting old
adele,It made us restless
adele,It was just like a movie
adele,It was just like a song When we were young
adele,When we were young
adele,When we were young
adele,When we were young It's hard to win me back
adele,Everything just takes me back
adele,To when you were there
adele,To when you were there
adele,And a part of me keeps holding on
adele,Just in case it hasn't gone
adele,I guess I still care
adele,Do you still care? It was just like a movie
adele,It was just like a song
adele,"My God, this reminds me"
adele,Of when we were young When we were young
adele,When we were young
adele,When we were young
adele,When we were young Let me photograph you in this light
adele,In case it is the last time
adele,That we might be exactly like we were
adele,Before we realized
adele,We were sad of getting old
adele,It made us restless
adele,"Oh, I'm so mad I'm getting old"
adele,It makes me reckless
adele,It was just like a movie
adele,It was just like a song
adele,When we were young Whenever I'm alone with you
adele,You make me feel like I am home again
adele,Whenever I'm alone with you
adele,You make me feel like I am whole again Whenever I'm alone with you
adele,You make me feel like I am young again
adele,Whenever I'm alone with you
adele,You make me feel like I am fun again However far away I will always love you
adele,However long I stay I will always love you
adele,Whatever words I say I will always love you
adele,I will always love you Whenever I'm alone with you
adele,You make me feel like I am free again
adele,Whenever I'm alone with you
adele,You make me feel like I am clean again However far away I will always love you
adele,However long I stay I will always love you
adele,Whatever words I say I will always love you
adele,I will always love you However far away I will always love you
adele,However long I stay I will always love you
adele,Whatever words I say I will always love you
adele,I will always love you
adele,I will always love you
adele,'Cause I love you When the rain is blowing in your face
adele,And the whole world is on your case
adele,I could offer you a warm embrace
adele,To make you feel my love When the evening shadows and the stars appear
adele,And there is no one there to dry your tears
adele,I could hold you for a million years
adele,To make you feel my love I know you haven't made your mind up yet
adele,But I would never do you wrong
adele,I've known it from the moment that we met
adele,"no doubt in my mind were you belong I'd go hungry, I'd go black and blue"
adele,I'd go crawling down the avenue
adele,"No, there's nothing that I wouldn't do"
adele,To make you feel my love The storms are raging on the rolling sea
adele,And on the highway of regret
adele,The winds of change are blowing wild and free
adele,"You ain't seen nothing like me yet I could make you happy, make your dreams come true"
adele,Nothing that I wouldn't do
adele,Go to the ends of the Earth for you
adele,To make you feel my love To make you feel my love I've made up my mind
adele,Don't need to think it over
adele,If I'm wrong I am right
adele,Don't need to look no further
adele,This ain't lust
adele,I know this is love but If I tell the world
adele,I'll never say enough
adele,Cause it was not said to you
adele,And that's exactly what I need to do
adele,If I'm in love with you Should I give up
adele,Or should I just keep chasing pavements?
adele,Even if it leads nowhere
adele,Or would it be a waste?
adele,Even If I knew my place should I leave it there?
adele,Should I give up
adele,Or should I just keep chasing pavements?
adele,Even if it leads nowhere I'd build myself up
adele,And fly around in circles
adele,Waiting as my heart drops
adele,And my back begins to tingle
adele,Finally could this be it or Should I give up
adele,Or should I just keep chasing pavements?
adele,Even if it leads nowhere
adele,Or would it be a waste?
adele,Even if I knew my place should I leave it there?
adele,Should I give up
adele,Or should I just keep chasing pavements?
adele,Even if it leads nowhere yeah Should I give up
adele,Or should I just keep chasing pavements?
adele,"Even if, it leads nowhere"
adele,Or would it be a waste?
adele,Even if I knew my place should I leave it there?
adele,"Should I give up,"
adele,Or should I just keep on chasing pavements?
adele,Should I just keep on chasing pavements? Or Should I give up
adele,Or should I just keep chasing pavements?
adele,Even if it leads nowhere
adele,Or would it be a waste?
adele,Even if I knew my place should I leave it there?
adele,Should I give up
adele,Or should I just keep chasing pavements?
adele,Even if it leads nowhere When will I see you again?
adele,"You left with no goodbye, not a single word was said"
adele,No final kiss to seal anything
adele,I had no idea of the state we were in I know I have a fickle heart and a bitterness
adele,"And a wandering eye, and a heaviness in my head"
adele,"But don't you remember, don't you remember?"
adele,"The reason you loved me before,"
adele,Baby please remember me once more When was the last time you thought of me?
adele,Or have you completely erased me from your memories?
adele,I often think about where I went wrong
adele,"The more I do, the less I know But I know I have a fickle heart and a bitterness"
adele,"And a wandering eye, and a heaviness in my head"
adele,"But don't you remember, don't you remember?"
adele,The reason you loved me before
adele,"Baby please remember me once more Oh, I gave you the space so you could breathe"
adele,I kept my distance so you would be free
adele,In hope that you find the missing piece
adele,"To bring you back to me Why don't you remember, don't you remember?"
adele,The reason you loved me before
adele,Baby please remember me once more
adele,"When will I see you again? She, she ain't real"
adele,She ain't gonna be able to love you like I will
adele,She is a stranger
adele,You and I have history
adele,Or don't you remember
adele,"Sure, she's got it all"
adele,"But, baby, is that really what you want Bless your soul, you've got you're head in the clouds"
adele,You made a fool out of you
adele,"And, boy, she's bringing you down"
adele,She made your heart melt
adele,But you're cold to the core
adele,"Now rumor has it she ain't got your love anymore Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh She is half your age"
adele,But I'm guessing that's the reason that you stayed
adele,I heard you've been missing me
adele,You've been telling people things that you shouldn't be
adele,Like when we creep out and she ain't around
adele,"Haven't you heard the rumors Bless your soul, you've got your head in the clouds"
adele,You made a fool out of me
adele,"And, boy, you're bringing me down"
adele,"You made my heart melt, yet I'm cold to the core"
adele,"But rumor has it I'm the one you're leaving her for Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh"
adele,"Rumor has it, ooh All of these words whispered in my ear"
adele,Tell a story that I cannot bear to hear
adele,"Just 'cause I said it, it don't mean that I meant it"
adele,People say crazy things
adele,"Just 'cause I said it, don't mean that I meant it"
adele,"Just 'cause you heard it Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh,"
adele,"Rumor has it, ooh But rumor has it he's the one I'm leaving you for You've been on my mind"
adele,I grow fonder every day
adele,Lose myself in time
adele,Just thinking of your face
adele,God only knows why it's taken me
adele,So long to let my doubts go
adele,You're the only one that I want I don't know why I'm scared
adele,I've been here before
adele,"Every feeling, every word"
adele,I've imagined it all
adele,You'll never know if you never try
adele,"To forget your past and simply be mine I dare you to let me be your, your one and only"
adele,I promise I'm worthy
adele,To hold in your arms
adele,So come on and give me the chance
adele,To prove I am the one who can walk that mile
adele,Until the end starts If I've been on your mind
adele,You hang on every word I say
adele,Lose yourself in time
adele,At the mention of my name
adele,Will I ever know how it feels to hold you close
adele,And have you tell me
adele,"Whichever road I choose, you'll go? I don't know why I'm scared"
adele,'Cause I've been here before
adele,"Every feeling, every word"
adele,I've imagined it all
adele,You'll never know if you never try
adele,"To forget your past and simply be mine I dare you to let me be your, your one and only"
adele,"I promise I'm worthy, mm"
adele,To hold in your arms
adele,So come on and give me the chance
adele,To prove I am the one who can walk that mile
adele,Until the end starts I know it ain't easy giving up your heart
adele,I know it ain't easy giving up your heart
adele,Nobody's perfect
adele,(I know it ain't easy giving up your heart)
adele,Trust me I've learned it
adele,Nobody's perfect
adele,(I know it ain't easy giving up your heart)
adele,Trust me I've learned it
adele,Nobody's perfect
adele,(I know it ain't easy giving up your heart)
adele,Trust me I've learned it
adele,Nobody's perfect
adele,(I know it ain't easy giving up your heart)
adele,"Trust me I've learned it So I dare you to let me be your, your one and only"
adele,I promise I'm worthy
adele,To hold in your arms
adele,So come on and give me the chance
adele,"To prove that I am the, one who can walk that mile"
adele,Until the end starts Come on and give me the chance
adele,"To prove that I am the one who can, walk that mile"
adele,Until the end starts If you're not the one for me
adele,Then I'll come back and bring you to your knees
adele,If you're not the one for me
adele,Why do I hate the idea of being free?
adele,And if I'm not the one for you
adele,You've gotta stop holding me the way you do
adele,Oh when you found that the one for you
adele,Why have we been through what we have been through It's so cold out here in your wilderness
adele,I want you to be my keeper
adele,"But not if you are so reckless If you're gonna let me down, let me down gently"
adele,Don't pretend that you don't want me
adele,Our love ain't water under the bridge
adele,"If you're gonna let me down, let me down gently"
adele,Don't pretend that you don't want me
adele,Our love ain't water under the bridge
adele,Say that our love ain't water under the bridge What are you waiting for?
adele,You never seem to make it through the door
adele,And who are you hiding from?
adele,It ain't no life to live like you're on the run
adele,Have I ever asked for much?
adele,"The only thing that I want is your love If you're gonna let me down, let me down gently"
adele,Don't pretend that you don't want me
adele,Our love ain't water under the bridge
adele,"If you're gonna let me down, let me down gently"
adele,Don't pretend that you don't want me
adele,Our love ain't water under the bridge
adele,Say that our love ain't water under the bridge It's so cold in your wilderness
adele,I want you to be my keeper
adele,"But not if you are so reckless If you're gonna let me down, let me down gently"
adele,Don't pretend that you don't want me
adele,Our love ain't water under the bridge
adele,"If you're gonna let me down, let me down gently"
adele,Don't pretend that you don't want me
adele,"Our love ain't water under the bridge Say it ain't so, say it ain't so"
adele,"Say it ain't so, say it ain't so"
adele,"Say it ain't so, say it ain't so"
adele,"Say it ain't so, say it ain't so"
adele,"Say it ain't so, say it ain't so"
adele,"Say it ain't so, say it ain't so"
adele,"Say it ain't so, say it ain't so"
adele,"Say it ain't so, say it ain't so"
adele,Say that our love ain't water under the bridge I've been walking in the same way as I did
adele,Missing out the cracks in the pavement
adele,And turning my heel and strutting my feet
adele,"""Is there anything I can do for you dear?"
adele,"Is there anyone I could call?"""
adele,"""No and thank you, please Madam."
adele,"I ain't lost, just wandering"" Round my hometown"
adele,Memories are fresh
adele,Round my hometown
adele,Ooh the people I've met
adele,Are the wonders of my world
adele,Are the wonders of my world
adele,Are the wonders of this world
adele,Are the wonders of now I like it in the city when the air is so thick and opaque
adele,"I love to see everybody in short skirts, shorts and shades"
adele,I like it in the city when two worlds collide
adele,You get the people and the government
adele,Everybody taking different sides Shows that we ain't gonna stand shit
adele,Shows that we are united
adele,Shows that we ain't gonna take it
adele,Shows that we ain't gonna stand shit
adele,Shows that we are united Round my hometown
adele,Memories are fresh
adele,Round my hometown
adele,Ooh the people I've met yea Are the wonders of my world
adele,Are the wonders of my world
adele,Are the wonders of this world
adele,Are the wonders of my world
adele,"Of my world, yeah"
adele,Of my world
adele,"Of my world, yeah Close enough to start a war"
adele,All that I have is on the floor
adele,God only knows what we're fighting for
adele,"All that I say, you always say more I can't keep up with your turning tables"
adele,"Under your thumb, I can't breathe So I won't let you close enough to hurt me"
adele,"No, I won't ask you, you to just desert me"
adele,I can't give you what you think you gave me
adele,"It's time to say goodbye to turning tables, to turning tables Under haunted skies I see"
adele,"Where love is lost, your ghost is found"
adele,I've braved a hundred storms to leave you
adele,"As hard as you try, no, I will never be knocked down I can't keep up with your turning tables"
adele,"Under your thumb, I can't breathe So I won't let you close enough to hurt me, no"
adele,"I won't ask you, you to just desert me"
adele,I can't give you what you think you gave me
adele,"It's time to say goodbye to turning tables, turning tables Next time I'll be braver, I'll be my own savior"
adele,When the thunder calls to me
adele,"Next time I'll be braver, I'll be my own savior"
adele,"Standing on my own two feet I won't let you close enough to hurt me, no"
adele,"I won't ask you, you to just desert me"
adele,I can't give you what you think you gave me
adele,"It's time to say goodbye to turning tables, to turning tables"
adele,"Turning tables, yeah, turning This is the end"
adele,Hold your breath and count to ten
adele,Feel the earth move and then
adele,Hear my heart burst again For this is the end
adele,I've drowned and dreamt this moment
adele,So overdue I owe them
adele,"Swept away, I'm stolen Let the sky fall"
adele,When it crumbles
adele,We will stand tall
adele,Face it all together Let the sky fall
adele,When it crumbles
adele,We will stand tall
adele,Face it all together
adele,At skyfall
adele,At skyfall Skyfall is where we start
adele,A thousand miles and poles apart
adele,Where worlds collide and days are dark
adele,"You may have my number, you can take my name"
adele,But you'll never have my heart Let the sky fall
adele,When it crumbles
adele,We will stand tall
adele,Face it all together Let the sky fall
adele,When it crumbles
adele,We will stand tall
adele,Face it all together
adele,At skyfall Where you go I go
adele,What you see I see
adele,I know I'd never be me
adele,Without the security
adele,Of your loving arms
adele,Keeping me from harm
adele,Put your hand in my hand
adele,And we'll stand Let the sky fall
adele,When it crumbles
adele,We will stand tall
adele,Face it all together Let the sky fall
adele,When it crumbles
adele,We will stand tall
adele,Face it all together
adele,At skyfall Let the sky fall
adele,We will stand tall
adele,"At skyfall Just the guitar This was all you, none of it me"
adele,"You put your hands all over my body and told me, umm"
adele,You told me you were ready
adele,"For the big one, for the big jump"
adele,I'd be your last love everlasting you and me
adele,That was what you told me I'm giving you up
adele,I've forgiven it all
adele,"You set me free, oh Send my love to your new lover"
adele,Treat her better
adele,We've gotta let go of all of our ghosts
adele,We both know we ain't kids no more
adele,Send my love to your new lover
adele,Treat her better
adele,We've gotta let go of all of our ghosts
adele,We both know we ain't kids no more I was too strong you were trembling
adele,"You couldn't handle the hot heat rising (rising), umm"
adele,Baby I'm so rising
adele,"I was running, you were walking"
adele,"You couldn't keep up, you were falling down (down), umm"
adele,There's only one way down I'm giving you up
adele,I've forgiven it all
adele,"You set me free, oh Send my love to your new lover"
adele,Treat her better
adele,We gotta let go of all of our ghosts
adele,We've both know we ain't kids no more
adele,Send my love to your new lover
adele,Treat her better
adele,We've gotta let go of all of our ghosts
adele,"We both know we ain't kids no more If you're ready, if you're ready"
adele,"If you're ready, I am ready"
adele,"If you're ready, if you're ready"
adele,We both know we ain't kids no more
adele,"No, we ain't kids no more I'm giving you up"
adele,I've forgiven it all
adele,You set me free Send my love to your new lover
adele,Treat her better
adele,We've gotta let go of all of our ghosts
adele,We both know we ain't kids no more
adele,Send my love to your new lover
adele,Treat her better
adele,We've gotta let go of all of our ghosts
adele,"We both know we ain't kids no more If you're ready, if you're ready (Send my love to your new lover)"
adele,"If you're ready, are you ready? (Treat her better)"
adele,We've gotta let go of all of our ghosts
adele,We both know we ain't kids no more
adele,"If you're ready, if you're ready (Send my love to your new lover)"
adele,"If you're ready, are you ready? (Treat her better)"
adele,We've gotta let go of all of our ghosts
adele,"We both know we ain't kids no more Just the guitar This was all you, none of it me"
adele,"You put your hands all over my body and told me, umm"
adele,You told me you were ready
adele,"For the big one, for the big jump"
adele,I'd be your last love everlasting you and me
adele,That was what you told me I'm giving you up
adele,I've forgiven it all
adele,"You set me free, oh Send my love to your new lover"
adele,Treat her better
adele,We've gotta let go of all of our ghosts
adele,We both know we ain't kids no more
adele,Send my love to your new lover
adele,Treat her better
adele,We've gotta let go of all of our ghosts
adele,We both know we ain't kids no more I was too strong you were trembling
adele,"You couldn't handle the hot heat rising (rising), umm"
adele,Baby I'm so rising
adele,"I was running, you were walking"
adele,"You couldn't keep up, you were falling down (down), umm"
adele,There's only one way down I'm giving you up
adele,I've forgiven it all
adele,"You set me free, oh Send my love to your new lover"
adele,Treat her better
adele,We gotta let go of all of our ghosts
adele,We've both know we ain't kids no more
adele,Send my love to your new lover
adele,Treat her better
adele,We've gotta let go of all of our ghosts
adele,"We both know we ain't kids no more If you're ready, if you're ready"
adele,"If you're ready, I am ready"
adele,"If you're ready, if you're ready"
adele,We both know we ain't kids no more
adele,"No, we ain't kids no more I'm giving you up"
adele,I've forgiven it all
adele,You set me free Send my love to your new lover
adele,Treat her better
adele,We've gotta let go of all of our ghosts
adele,We both know we ain't kids no more
adele,Send my love to your new lover
adele,Treat her better
adele,We've gotta let go of all of our ghosts
adele,"We both know we ain't kids no more If you're ready, if you're ready (Send my love to your new lover)"
adele,"If you're ready, are you ready? (Treat her better)"
adele,We've gotta let go of all of our ghosts
adele,We both know we ain't kids no more
adele,"If you're ready, if you're ready (Send my love to your new lover)"
adele,"If you're ready, are you ready? (Treat her better)"
adele,We've gotta let go of all of our ghosts
adele,We both know we ain't kids no more I only wanted to have fun
adele,"Learning to fly, learning to run"
adele,I let my heart decide the way
adele,When I was young
adele,Deep down I must have always known
adele,That this would be inevitable
adele,To earn my stripes I'd have to pay
adele,And bear my soul I know I'm not the only one
adele,Who regrets the things they've done
adele,Sometimes I just feel it's only me
adele,Who can't stand the reflection that they see
adele,I wish I could live a little more
adele,"Look up to the sky, not just the floor"
adele,I feel like my life is flashing by
adele,And all I can do is watch and cry
adele,"I miss the air, I miss my friends"
adele,"I miss my mother, I miss it when"
adele,Life was a party to be thrown
adele,But that was a million years ago When I walk around all of the streets
adele,Where I grew up and found my feet
adele,They can't look me in the eye
adele,It's like they're scared of me
adele,I try to think of things to say
adele,Like a joke or a memory
adele,But they don't recognize me now
adele,In the light of day I know I'm not the only one
adele,Who regrets the things they've done
adele,Sometimes I just feel it's only me
adele,Who never became who they thought they'd be
adele,I wish I could live a little more
adele,"Look up to the sky, not just the floor"
adele,I feel like my life is flashing by
adele,And all I can do is watch and cry
adele,"I miss the air, I miss my friends"
adele,"I miss my mother, I miss it when"
adele,Life was a party to be thrown
adele,But that was a million years ago
adele,A million years ago Looking for some education
adele,Made my way into the night
adele,All that bullshit conversation
